0.2497,17.4922,-0.0632,-0,-0,-0,-0,0,-0,-0,0,0.366519143,-0,0,-0,-0,0,-0,-0,0,-0,-0,-0,-0,-0,0,-0,-0,0,-0.366519143,-0,0,-0,-0,0,-0,-0,0,-0,-0,-0,-0,-0,0,-0,-0,0,-0,-0,0,-0,0.27925268,0,-0,-0.366519143,0,-0,-0.191986218,0,-0,-0,-0,-0,-0,0,-0,-0,0,0.13962634,-0,0,-0,-0,0,-0,-0,0,-0,-0,0,-0,-0,-0,-0,-0,0,-0,-0,-0,-0,-0,0,-0,-0,0,-0.13962634,-0,0,-0,-0,0,-0,-0,0,-0,-0,0,-0,-0,-0,-0,-0,0,-0,-0,-0,-0
0.2497,17.4922,-0.0632,-0.131380734,-0.0487766552,0.0136594979,-0,0,-0,0.0647444552,0.412404149,0.305635606,-0.237956388,-0.0866090373,6.9124312e-07,0.324610704,-0.198437823,-0.0357126722,0.279916831,0.101880832,1.08843682e-07,-0,-0,-0,-0,0,-0,-0,0,-0,-0,0,-0,-0,0,-0,-0,0,-0,-0,-0,-0,0.0136664952,0.0127255879,-0.00611754603,0.0542556093,0.0169324221,-0.0138020737,0.0479034221,0.0084944555,-0.0112237936,0.276908844,0.228925234,0.353542632,-0.402078301,0.338007732,-0.445620311,-0.252435238,0.158281743,-0.1427904,-0,-0,-0,-0,0,-0,-0.0649243747,-0.18280603,1.470969,4.98856326e-07,0.0598715054,-0.0345667668,-0.520713746,0,-0,-0.0583850689,-0.522562292,-0.217393698,-0,0,0.124354709,-0,-0,-0,-0.0638092179,-1.03567694,0.235012813,-0,-0,-0,-0,0,-0,0.147496903,0.576055193,-1.35666533,-8.62646227e-08,-0.116995077,0.0675470589,-0.920610566,0,-0,0.0025870551,-0.0313580483,0.164601065,-0,0,-0.124354709,-0,-0,-0,-0.15108132,0.47686786,-0.249048766,-0,-0,-0
0.251,17.4926,-0.0616,-0.131047153,-0.0474151537,0.013942933,-0,0,-0,0.0640058981,0.410916619,0.306163452,-0.23783163,-0.0865641516,4.57641281e-07,0.324841254,-0.197677492,-0.0357071924,0.27703634,0.100833232,-6.62586396e-07,-0,-0,-0,-0,0,-0,-0,0,-0,-0,0,-0,-0,0,-0,-0,0,-0,-0,-0,-0,0.0128197402,0.0130207783,-0.00629029495,0.0543527785,0.0173188623,-0.0137313436,0.0484822978,0.00869335173,-0.0110804188,0.275350073,0.229662637,0.354888007,-0.404534813,0.338798059,-0.444680792,-0.253316708,0.159042083,-0.14247524,-0,-0,-0,-0,0,-0,-0.0638281877,-0.185282446,1.47173115,-6.19210826e-07,0.0587852535,-0.033940692,-0.517514558,0,-0,-0.0615632063,-0.532175788,-0.224818454,-0,0,0.124354709,-0,-0,-0,-0.0606288847,-1.04623787,0.227937084,-0,-0,-0,-0,0,-0,0.141537758,0.57861504,-1.35534962,-1.95074624e-07,-0.125071424,0.0722097626,-0.907578192,0,-0,0.00334126771,-0.0418145316,0.159470192,-0,0,-0.124354709,-0,-0,-0,-0.154972772,0.46594233,-0.252355517,-0,-0,-0
0.2511,17.4926,-0.0578,-0.13047826,-0.0457570768,0.0143708151,-0,0,-0,0.0624453947,0.408958673,0.306377233,-0.236833657,-0.0861996715,-9.46984232e-08,0.326432508,-0.197542468,-0.035992992,0.272421663,0.0991534607,7.40118809e-07,-0,-0,-0,-0,0,-0,-0,0,-0,-0,0,-0,-0,0,-0,-0,0,-0,-0,-0,-0,0.013071078,0.0134966206,-0.00553680613,0.0537577427,0.0179738392,-0.0139595767,0.0477061519,0.00901037245,-0.0117447682,0.273100293,0.23025198,0.354322681,-0.406035029,0.339223226,-0.442727257,-0.25317007,0.159626815,-0.1416095,-0,-0,-0,-0,0,-0,-0.0595145119,-0.185798418,1.47284801,4.65942285e-07,0.054660585,-0.0315572414,-0.514222867,0,-0,-0.0634652168,-0.540734545,-0.227884864,-0,0,0.124354709,-0,-0,-0,-0.0588156036,-1.05519684,0.225130537,-0,-0,-0,-0,0,-0,0.136321629,0.579334657,-1.35446693,-5.17191657e-07,-0.132737421,0.0766367341,-0.89643601,0,-0,0.00398392279,-0.0509885197,0.155942848,-0,0,-0.124354709,-0,-0,-0,-0.157912006,0.45645585,-0.254428436,-0,-0,-0
0.2501,17.4923,-0.0539,-0.129596139,-0.0438719534,0.0134256947,-0,0,-0,0.0612423684,0.406858019,0.30817226,-0.236521751,-0.0860866047,-6.44197852e-07,0.327454352,-0.199163267,-0.0362848157,0.282135099,0.10268929,9.43250688e-07,-0,-0,-0,-0,0,-0,-0,0,-0,-0,0,-0,-0,0,-0,-0,0,-0,-0,-0,-0,0.0129654868,0.0142490301,-0.00265291877,0.0531582505,0.0190288974,-0.0139400692,0.0470936019,0.00950581186,-0.013362914,0.270334573,0.230921412,0.354474918,-0.407234943,0.339836571,-0.441857645,-0.253126546,0.16029707,-0.141301771,-0,-0,-0,-0,0,-0,-0.0538714605,-0.186425696,1.47410674,1.78018891e-07,0.0504209661,-0.0291100872,-0.509861289,0,-0,-0.0653984363,-0.549315544,-0.230935501,-0,0,0.124354709,-0,-0,-0,-0.0570249668,-1.06417964,0.222317491,-0,-0,-0,-0,0,-0,0.13090134,0.578774965,-1.35375148,-7.91474448e-07,-0.140187185,0.0809365892,-0.886602825,0,-0,0.00486064631,-0.0631204702,0.15364478,-0,0,-0.124354709,-0,-0,-0,-0.160583254,0.444155559,-0.255203678,-0,-0,-0
0.2498,17.4911,-0.0519,-0.12902103,-0.0421161796,0.0128872457,-0,0,-0,0.060364065,0.404957534,0.309661203,-0.236419511,-0.0860506567,-5.37325548e-07,0.327433812,-0.200021889,-0.0363362359,0.288105636,0.104861755,-4.37861579e-07,-0,-0,-0,-0,0,-0,-0,0,-0,-0,0,-0,-0,0,-0,-0,0,-0,-0,-0,-0,0.0117129577,0.0146652685,-0.00130681548,0.0537652806,0.019603236,-0.0135103414,0.0484007188,0.00978199869,-0.0137274002,0.266997681,0.231562978,0.355583097,-0.409124399,0.34055761,-0.442592346,-0.253725932,0.161037923,-0.141784571,-0,-0,-0,-0,0,-0,-0.0505978309,-0.187714727,1.47495584,1.53484775e-07,0.0473985936,-0.027365449,-0.504941206,0,-0,-0.066791513,-0.553926993,-0.233754354,-0,0,0.124354709,-0,-0,-0,-0.0557607158,-1.06915311,0.219610791,-0,-0,-0,-0,0,-0,0.124788099,0.580461051,-1.35365946,7.17107874e-07,-0.148932563,0.0859871348,-0.879633726,0,-0,0.00580614808,-0.0762400095,0.151927103,-0,0,-0.124354709,-0,-0,-0,-0.163080527,0.430938155,-0.255394035,-0,-0,-0
0.2482,17.4902,-0.0508,-0.128837196,-0.0396935183,0.01425906,-0,0,-0,0.0598878941,0.402399936,0.30886696,-0.236662081,-0.086138665,-7.00602291e-07,0.32823678,-0.199325214,-0.0364415634,0.287169727,0.104521247,-1.71586509e-07,-0,-0,-0,-0,0,-0,-0,0,-0,-0,0,-0,-0,0,-0,-0,0,-0,-0,-0,-0,0.0113819318,0.0147461869,-0.00145887018,0.0540447507,0.0197096506,-0.013948251,0.0488732842,0.00983649934,-0.0141062263,0.264586234,0.231903789,0.357781082,-0.411089096,0.340863696,-0.443320941,-0.254620661,0.161566023,-0.142495508,-0,-0,-0,-0,0,-0,-0.0469660842,-0.188339951,1.47695821,4.2792032e-07,0.0454378872,-0.0262334213,-0.498197254,0,-0,-0.0674494289,-0.557801772,-0.23432379,-0,0,0.124354709,-0,-0,-0,-0.0551797354,-1.07311008,0.219136598,-0,-0,-0,-0,0,-0,0.121219686,0.58009618,-1.35392735,-1.30430976e-07,-0.156807173,0.0905325919,-0.87395966,0,-0,0.00648433371,-0.0865427783,0.149478636,-0,0,-0.124354709,-0,-0,-0,-0.165638804,0.420446346,-0.256416112,-0,-0,-0
0.248,17.4895,-0.0463,-0.128167968,-0.0372598106,0.0154291305,-0,0,-0,0.0589066777,0.39973906,0.308312261,-0.236918558,-0.0862319108,3.8208194e-07,0.32983425,-0.197729478,-0.036636932,0.280728862,0.102176872,6.12317305e-07,-0,-0,-0,-0,0,-0,-0,0,-0,-0,0,-0,-0,0,-0,-0,0,-0,-0,-0,-0,0.0117254526,0.0146416894,-0.00174840943,0.0539751703,0.0195683883,-0.0140383115,0.0486141174,0.00976801169,-0.01402356,0.263579318,0.232260555,0.358889596,-0.414680417,0.341226782,-0.442657251,-0.256073781,0.16209723,-0.142275355,-0,-0,-0,-0,0,-0,-0.0438898369,-0.188730825,1.47929209,8.49485841e-07,0.0458848525,-0.0264911818,-0.491083292,0,-0,-0.0676227701,-0.562818973,-0.232732936,-0,0,0.124354709,-0,-0,-0,-0.0550363008,-1.07794715,0.220859799,-0,-0,-0,-0,0,-0,0.120019376,0.577870156,-1.35458303,2.3798101e-07,-0.162100885,0.0935883547,-0.870081539,0,-0,0.00713406168,-0.0954310259,0.14911806,-0,0,-0.124354709,-0,-0,-0,-0.166910421,0.411575159,-0.255869245,-0,-0,-0
0.2472,17.4887,-0.0429,-0.12775946,-0.0346137956,0.0164047893,-0,0,-0,0.0582938585,0.396942387,0.308081901,-0.237488597,-0.0864384444,4.52270593e-07,0.331449149,-0.196563989,-0.0368603393,0.271140651,0.0986877518,3.14392346e-07,-0,-0,-0,-0,0,-0,-0,0,-0,-0,0,-0,-0,0,-0,-0,0,-0,-0,-0,-0,0.0120980706,0.0144247659,-0.00189709183,0.0538550624,0.0192766453,-0.0138727714,0.0482865383,0.00962466307,-0.013752698,0.264823451,0.232742483,0.358451615,-0.419406627,0.341911179,-0.440588679,-0.257996209,0.162629438,-0.140915458,-0,-0,-0,-0,0,-0,-0.0392228996,-0.187363119,1.48142355,5.57001239e-07,0.0450991793,-0.0260383424,-0.483183931,0,-0,-0.0686124785,-0.565590437,-0.234897474,-0,0,0.124354709,-0,-0,-0,-0.054166161,-1.08099757,0.21874933,-0,-0,-0,-0,0,-0,0.120506973,0.574225471,-1.3564793,-1.0177806e-07,-0.166694694,0.0962418036,-0.866638004,0,-0,0.00778402628,-0.104131195,0.149110296,-0,0,-0.124354709,-0,-0,-0,-0.167966962,0.402928676,-0.255052805,-0,-0,-0
0.2458,17.4889,-0.0428,-0.127677705,-0.0324371119,0.0158158322,-0,0,-0,0.0584254394,0.394778236,0.309355147,-0.238074184,-0.0866521746,4.19469655e-07,0.333029143,-0.195483084,-0.037084029,0.264491945,0.0962673801,7.03042694e-07,-0,-0,-0,-0,0,-0,-0,0,-0,-0,0,-0,-0,0,-0,-0,0,-0,-0,-0,-0,0.0119505338,0.0146941314,-0.000559682,0.0540385484,0.0196590299,-0.0131779699,0.0485415665,0.00980241601,-0.0138083057,0.265221882,0.232880759,0.358761015,-0.42349128,0.342058262,-0.439229575,-0.259665522,0.162962145,-0.14020549,-0,-0,-0,-0,0,-0,-0.0340925729,-0.187024081,1.48423812,7.96246798e-07,0.04705639,-0.0271669083,-0.47644347,0,-0,-0.0688867918,-0.568802552,-0.234433209,-0,0,0.124354709,-0,-0,-0,-0.0539281562,-1.08416331,0.219292909,-0,-0,-0,-0,0,-0,0.119485658,0.571000816,-1.35931125,-5.53184086e-08,-0.173591229,0.100222686,-0.862717995,0,-0,0.00847189203,-0.114078876,0.14809445,-0,0,-0.124354709,-0,-0,-0,-0.169721577,0.392939669,-0.254919704,-0,-0,-0
